source_index,source_label,contract_name,passed,skipped,reason,input_shape,expected_shape,actual_shape,mismatch_count,rule_label,phase
7,ex7,inert_singleton_distractor,True,False,ok,"(25, 25)","(25, 25)","(25, 25)",0,semantic_majority_reflect,pseudo_hidden
8,ex8,original,True,False,ok,"(30, 30)","(30, 30)","(30, 30)",0,semantic_majority_reflect,pseudo_hidden
8,ex8,color_permutation_a,True,False,ok,"(30, 30)","(30, 30)","(30, 30)",0,semantic_majority_reflect,pseudo_hidden
8,ex8,color_permutation_b,True,False,ok,"(30, 30)","(30, 30)","(30, 30)",0,semantic_majority_reflect,pseudo_hidden
8,ex8,transpose,True,False,ok,"(30, 30)","(30, 30)","(30, 30)",0,semantic_majority_reflect,pseudo_hidden
8,ex8,mirror_lr,True,False,ok,"(30, 30)","(30, 30)","(30, 30)",0,semantic_majority_reflect,pseudo_hidden
8,ex8,mirror_ud,True,False,ok,"(30, 30)","(30, 30)","(30, 30)",0,semantic_majority_reflect,pseudo_hidden
8,ex8,rotate_180,True,False,ok,"(30, 30)","(30, 30)","(30, 30)",0,semantic_majority_reflect,pseudo_hidden
8,ex8,pad_top_left,False,True,"input_shape_exceeds_limit:(31, 31)>(30, 30)","(31, 31)","(31, 31)",,,,pseudo_hidden
8,ex8,pad_bottom_right,False,True,"input_shape_exceeds_limit:(31, 31)>(30, 30)","(31, 31)","(31, 31)",,,,pseudo_hidden
8,ex8,translate_down_right,True,False,ok,"(30, 30)","(30, 30)","(30, 30)",0,semantic_majority_reflect,pseudo_hidden
8,ex8,translate_up_left,True,False,ok,"(30, 30)","(30, 30)","(30, 30)",0,semantic_majority_reflect,pseudo_hidden
8,ex8,inert_2x2_distractor,True,False,ok,"(30, 30)","(30, 30)","(30, 30)",0,semantic_majority_reflect,pseudo_hidden
8,ex8,inert_singleton_distractor,True,False,ok,"(30, 30)","(30, 30)","(30, 30)",0,semantic_majority_reflect,pseudo_hidden
9,ex9,original,True,False,ok,"(29, 29)","(29, 29)","(29, 29)",0,semantic_majority_reflect,pseudo_hidden
9,ex9,color_permutation_a,True,False,ok,"(29, 29)","(29, 29)","(29, 29)",0,semantic_majority_reflect,pseudo_hidden
9,ex9,color_permutation_b,True,False,ok,"(29, 29)","(29, 29)","(29, 29)",0,semantic_majority_reflect,pseudo_hidden
9,ex9,transpose,True,False,ok,"(29, 29)","(29, 29)","(29, 29)",0,semantic_majority_reflect,pseudo_hidden
9,ex9,mirror_lr,True,False,ok,"(29, 29)","(29, 29)","(29, 29)",0,semantic_majority_reflect,pseudo_hidden
9,ex9,mirror_ud,True,False,ok,"(29, 29)","(29, 29)","(29, 29)",0,semantic_majority_reflect,pseudo_hidden
9,ex9,rotate_180,True,False,ok,"(29, 29)","(29, 29)","(29, 29)",0,semantic_majority_reflect,pseudo_hidden
9,ex9,pad_top_left,True,False,ok,"(30, 30)","(30, 30)","(30, 30)",0,semantic_majority_reflect,pseudo_hidden
9,ex9,pad_bottom_right,True,False,ok,"(30, 30)","(30, 30)","(30, 30)",0,semantic_majority_reflect,pseudo_hidden
9,ex9,translate_down_right,True,False,ok,"(29, 29)","(29, 29)","(29, 29)",0,semantic_majority_reflect,pseudo_hidden
9,ex9,translate_up_left,True,False,ok,"(29, 29)","(29, 29)","(29, 29)",0,semantic_majority_reflect,pseudo_hidden
9,ex9,inert_2x2_distractor,True,False,ok,"(29, 29)","(29, 29)","(29, 29)",0,semantic_majority_reflect,pseudo_hidden
9,ex9,inert_singleton_distractor,True,False,ok,"(29, 29)","(29, 29)","(29, 29)",0,semantic_majority_reflect,pseudo_hidden
10,ex10,original,True,False,ok,"(28, 28)","(28, 28)","(28, 28)",0,semantic_majority_reflect,pseudo_hidden
10,ex10,color_permutation_a,True,False,ok,"(28, 28)","(28, 28)","(28, 28)",0,semantic_majority_reflect,pseudo_hidden
10,ex10,color_permutation_b,True,False,ok,"(28, 28)","(28, 28)","(28, 28)",0,semantic_majority_reflect,pseudo_hidden
10,ex10,transpose,True,False,ok,"(28, 28)","(28, 28)","(28, 28)",0,semantic_majority_reflect,pseudo_hidden
10,ex10,mirror_lr,True,False,ok,"(28, 28)","(28, 28)","(28, 28)",0,semantic_majority_reflect,pseudo_hidden
10,ex10,mirror_ud,True,False,ok,"(28, 28)","(28, 28)","(28, 28)",0,semantic_majority_reflect,pseudo_hidden
10,ex10,rotate_180,True,False,ok,"(28, 28)","(28, 28)","(28, 28)",0,semantic_majority_reflect,pseudo_hidden
10,ex10,pad_top_left,True,False,ok,"(29, 29)","(29, 29)","(29, 29)",0,semantic_majority_reflect,pseudo_hidden
10,ex10,pad_bottom_right,True,False,ok,"(29, 29)","(29, 29)","(29, 29)",0,semantic_majority_reflect,pseudo_hidden
10,ex10,translate_down_right,True,False,ok,"(28, 28)","(28, 28)","(28, 28)",0,semantic_majority_reflect,pseudo_hidden
10,ex10,translate_up_left,True,False,ok,"(28, 28)","(28, 28)","(28, 28)",0,semantic_majority_reflect,pseudo_hidden
10,ex10,inert_2x2_distractor,True,False,ok,"(28, 28)","(28, 28)","(28, 28)",0,semantic_majority_reflect,pseudo_hidden
10,ex10,inert_singleton_distractor,True,False,ok,"(28, 28)","(28, 28)","(28, 28)",0,semantic_majority_reflect,pseudo_hidden
11,ex11,original,True,False,ok,"(30, 30)","(30, 30)","(30, 30)",0,semantic_majority_reflect,pseudo_hidden
11,ex11,color_permutation_a,True,False,ok,"(30, 30)","(30, 30)","(30, 30)",0,semantic_majority_reflect,pseudo_hidden
11,ex11,color_permutation_b,True,False,ok,"(30, 30)","(30, 30)","(30, 30)",0,semantic_majority_reflect,pseudo_hidden
11,ex11,transpose,True,False,ok,"(30, 30)","(30, 30)","(30, 30)",0,semantic_majority_reflect,pseudo_hidden
11,ex11,mirror_lr,True,False,ok,"(30, 30)","(30, 30)","(30, 30)",0,semantic_majority_reflect,pseudo_hidden
11,ex11,mirror_ud,True,False,ok,"(30, 30)","(30, 30)","(30, 30)",0,semantic_majority_reflect,pseudo_hidden
11,ex11,rotate_180,True,False,ok,"(30, 30)","(30, 30)","(30, 30)",0,semantic_majority_reflect,pseudo_hidden
11,ex11,pad_top_left,False,True,"input_shape_exceeds_limit:(31, 31)>(30, 30)","(31, 31)","(31, 31)",,,,pseudo_hidden
11,ex11,pad_bottom_right,False,True,"input_shape_exceeds_limit:(31, 31)>(30, 30)","(31, 31)","(31, 31)",,,,pseudo_hidden
11,ex11,translate_down_right,True,False,ok,"(30, 30)","(30, 30)","(30, 30)",0,semantic_majority_reflect,pseudo_hidden
11,ex11,translate_up_left,True,False,ok,"(30, 30)","(30, 30)","(30, 30)",0,semantic_majority_reflect,pseudo_hidden
11,ex11,inert_2x2_distractor,True,False,ok,"(30, 30)","(30, 30)","(30, 30)",0,semantic_majority_reflect,pseudo_hidden
11,ex11,inert_singleton_distractor,True,False,ok,"(30, 30)","(30, 30)","(30, 30)",0,semantic_majority_reflect,pseudo_hidden
12,ex12,original,True,False,ok,"(30, 30)","(30, 30)","(30, 30)",0,semantic_majority_reflect,pseudo_hidden
12,ex12,color_permutation_a,True,False,ok,"(30, 30)","(30, 30)","(30, 30)",0,semantic_majority_reflect,pseudo_hidden
12,ex12,color_permutation_b,True,False,ok,"(30, 30)","(30, 30)","(30, 30)",0,semantic_majority_reflect,pseudo_hidden
12,ex12,transpose,True,False,ok,"(30, 30)","(30, 30)","(30, 30)",0,semantic_majority_reflect,pseudo_hidden
12,ex12,mirror_lr,True,False,ok,"(30, 30)","(30, 30)","(30, 30)",0,semantic_majority_reflect,pseudo_hidden
12,ex12,mirror_ud,True,False,ok,"(30, 30)","(30, 30)","(30, 30)",0,semantic_majority_reflect,pseudo_hidden
12,ex12,rotate_180,True,False,ok,"(30, 30)","(30, 30)","(30, 30)",0,semantic_majority_reflect,pseudo_hidden
12,ex12,pad_top_left,False,True,"input_shape_exceeds_limit:(31, 31)>(30, 30)","(31, 31)","(31, 31)",,,,pseudo_hidden
12,ex12,pad_bottom_right,False,True,"input_shape_exceeds_limit:(31, 31)>(30, 30)","(31, 31)","(31, 31)",,,,pseudo_hidden
12,ex12,translate_down_right,True,False,ok,"(30, 30)","(30, 30)","(30, 30)",0,semantic_majority_reflect,pseudo_hidden
12,ex12,translate_up_left,True,False,ok,"(30, 30)","(30, 30)","(30, 30)",0,semantic_majority_reflect,pseudo_hidden
12,ex12,inert_2x2_distractor,True,False,ok,"(30, 30)","(30, 30)","(30, 30)",0,semantic_majority_reflect,pseudo_hidden
12,ex12,inert_singleton_distractor,True,False,ok,"(30, 30)","(30, 30)","(30, 30)",0,semantic_majority_reflect,pseudo_hidden
13,ex13,original,True,False,ok,"(23, 23)","(23, 23)","(23, 23)",0,semantic_majority_reflect,pseudo_hidden
13,ex13,color_permutation_a,True,False,ok,"(23, 23)","(23, 23)","(23, 23)",0,semantic_majority_reflect,pseudo_hidden
13,ex13,color_permutation_b,True,False,ok,"(23, 23)","(23, 23)","(23, 23)",0,semantic_majority_reflect,pseudo_hidden
13,ex13,transpose,True,False,ok,"(23, 23)","(23, 23)","(23, 23)",0,semantic_majority_reflect,pseudo_hidden
13,ex13,mirror_lr,True,False,ok,"(23, 23)","(23, 23)","(23, 23)",0,semantic_majority_reflect,pseudo_hidden
13,ex13,mirror_ud,True,False,ok,"(23, 23)","(23, 23)","(23, 23)",0,semantic_majority_reflect,pseudo_hidden
13,ex13,rotate_180,True,False,ok,"(23, 23)","(23, 23)","(23, 23)",0,semantic_majority_reflect,pseudo_hidden
13,ex13,pad_top_left,True,False,ok,"(24, 24)","(24, 24)","(24, 24)",0,semantic_majority_reflect,pseudo_hidden
13,ex13,pad_bottom_right,True,False,ok,"(24, 24)","(24, 24)","(24, 24)",0,semantic_majority_reflect,pseudo_hidden
13,ex13,translate_down_right,True,False,ok,"(23, 23)","(23, 23)","(23, 23)",0,semantic_majority_reflect,pseudo_hidden
13,ex13,translate_up_left,True,False,ok,"(23, 23)","(23, 23)","(23, 23)",0,semantic_majority_reflect,pseudo_hidden
13,ex13,inert_2x2_distractor,True,False,ok,"(23, 23)","(23, 23)","(23, 23)",0,semantic_majority_reflect,pseudo_hidden
13,ex13,inert_singleton_distractor,True,False,ok,"(23, 23)","(23, 23)","(23, 23)",0,semantic_majority_reflect,pseudo_hidden
14,ex14,original,True,False,ok,"(20, 20)","(20, 20)","(20, 20)",0,semantic_majority_reflect,pseudo_hidden
14,ex14,color_permutation_a,True,False,ok,"(20, 20)","(20, 20)","(20, 20)",0,semantic_majority_reflect,pseudo_hidden
14,ex14,color_permutation_b,True,False,ok,"(20, 20)","(20, 20)","(20, 20)",0,semantic_majority_reflect,pseudo_hidden
14,ex14,transpose,True,False,ok,"(20, 20)","(20, 20)","(20, 20)",0,semantic_majority_reflect,pseudo_hidden
14,ex14,mirror_lr,True,False,ok,"(20, 20)","(20, 20)","(20, 20)",0,semantic_majority_reflect,pseudo_hidden
14,ex14,mirror_ud,True,False,ok,"(20, 20)","(20, 20)","(20, 20)",0,semantic_majority_reflect,pseudo_hidden
14,ex14,rotate_180,True,False,ok,"(20, 20)","(20, 20)","(20, 20)",0,semantic_majority_reflect,pseudo_hidden
14,ex14,pad_top_left,True,False,ok,"(21, 21)","(21, 21)","(21, 21)",0,semantic_majority_reflect,pseudo_hidden
14,ex14,pad_bottom_right,True,False,ok,"(21, 21)","(21, 21)","(21, 21)",0,semantic_majority_reflect,pseudo_hidden
14,ex14,translate_down_right,True,False,ok,"(20, 20)","(20, 20)","(20, 20)",0,semantic_majority_reflect,pseudo_hidden
14,ex14,translate_up_left,True,False,ok,"(20, 20)","(20, 20)","(20, 20)",0,semantic_majority_reflect,pseudo_hidden
14,ex14,inert_2x2_distractor,True,False,ok,"(20, 20)","(20, 20)","(20, 20)",0,semantic_majority_reflect,pseudo_hidden
14,ex14,inert_singleton_distractor,True,False,ok,"(20, 20)","(20, 20)","(20, 20)",0,semantic_majority_reflect,pseudo_hidden
15,ex15,original,True,False,ok,"(30, 30)","(30, 30)","(30, 30)",0,semantic_majority_reflect,pseudo_hidden
15,ex15,color_permutation_a,True,False,ok,"(30, 30)","(30, 30)","(30, 30)",0,semantic_majority_reflect,pseudo_hidden
15,ex15,color_permutation_b,True,False,ok,"(30, 30)","(30, 30)","(30, 30)",0,semantic_majority_reflect,pseudo_hidden
15,ex15,transpose,True,False,ok,"(30, 30)","(30, 30)","(30, 30)",0,semantic_majority_reflect,pseudo_hidden
15,ex15,mirror_lr,True,False,ok,"(30, 30)","(30, 30)","(30, 30)",0,semantic_majority_reflect,pseudo_hidden
15,ex15,mirror_ud,True,False,ok,"(30, 30)","(30, 30)","(30, 30)",0,semantic_majority_reflect,pseudo_hidden
15,ex15,rotate_180,True,False,ok,"(30, 30)","(30, 30)","(30, 30)",0,semantic_majority_reflect,pseudo_hidden
15,ex15,pad_top_left,False,True,"input_shape_exceeds_limit:(31, 31)>(30, 30)","(31, 31)","(31, 31)",,,,pseudo_hidden
15,ex15,pad_bottom_right,False,True,"input_shape_exceeds_limit:(31, 31)>(30, 30)","(31, 31)","(31, 31)",,,,pseudo_hidden
15,ex15,translate_down_right,True,False,ok,"(30, 30)","(30, 30)","(30, 30)",0,semantic_majority_reflect,pseudo_hidden
15,ex15,translate_up_left,True,False,ok,"(30, 30)","(30, 30)","(30, 30)",0,semantic_majority_reflect,pseudo_hidden
15,ex15,inert_2x2_distractor,True,False,ok,"(30, 30)","(30, 30)","(30, 30)",0,semantic_majority_reflect,pseudo_hidden
15,ex15,inert_singleton_distractor,True,False,ok,"(30, 30)","(30, 30)","(30, 30)",0,semantic_majority_reflect,pseudo_hidden
16,ex16,original,True,False,ok,"(24, 24)","(24, 24)","(24, 24)",0,semantic_majority_reflect,pseudo_hidden
16,ex16,color_permutation_a,True,False,ok,"(24, 24)","(24, 24)","(24, 24)",0,semantic_majority_reflect,pseudo_hidden
16,ex16,color_permutation_b,True,False,ok,"(24, 24)","(24, 24)","(24, 24)",0,semantic_majority_reflect,pseudo_hidden
16,ex16,transpose,True,False,ok,"(24, 24)","(24, 24)","(24, 24)",0,semantic_majority_reflect,pseudo_hidden
16,ex16,mirror_lr,True,False,ok,"(24, 24)","(24, 24)","(24, 24)",0,semantic_majority_reflect,pseudo_hidden
16,ex16,mirror_ud,True,False,ok,"(24, 24)","(24, 24)","(24, 24)",0,semantic_majority_reflect,pseudo_hidden
16,ex16,rotate_180,True,False,ok,"(24, 24)","(24, 24)","(24, 24)",0,semantic_majority_reflect,pseudo_hidden
