task_id,status,kept,safe_initializer_count,candidate_param_save,original_cost,candidate_cost,cost_delta,original_score,candidate_score,score_delta,exact_train,exact_test,exact_arc_gen,exact_total,changed_initializers,consumer_positions,source_path,kept_path,error
45,no_safe_uniform_initializer,False,0,0,,,,,,,,,,,,,submissions/candidate_v4_plus8_task149_bool_onnx/task045.onnx,submissions/uniform_scalar_v1_onnx/task045.onnx,
46,no_safe_uniform_initializer,False,0,0,,,,,,,,,,,,,submissions/candidate_v4_plus8_task149_bool_onnx/task046.onnx,submissions/uniform_scalar_v1_onnx/task046.onnx,
47,no_safe_uniform_initializer,False,0,0,,,,,,,,,,,,,submissions/candidate_v4_plus8_task149_bool_onnx/task047.onnx,submissions/uniform_scalar_v1_onnx/task047.onnx,
48,no_safe_uniform_initializer,False,0,0,,,,,,,,,,,,,submissions/candidate_v4_plus8_task149_bool_onnx/task048.onnx,submissions/uniform_scalar_v1_onnx/task048.onnx,
49,no_safe_uniform_initializer,False,0,0,,,,,,,,,,,,,submissions/candidate_v4_plus8_task149_bool_onnx/task049.onnx,submissions/uniform_scalar_v1_onnx/task049.onnx,
50,no_safe_uniform_initializer,False,0,0,,,,,,,,,,,,,submissions/candidate_v4_plus8_task149_bool_onnx/task050.onnx,submissions/uniform_scalar_v1_onnx/task050.onnx,
51,kept,True,1,8,68437,68429,8,13.866331107,13.8664480096,0.000116902664052,3,1,261,265,one_count,one_count=[Equal:1],submissions/candidate_v4_plus8_task149_bool_onnx/task051.onnx,submissions/uniform_scalar_v1_onnx/task051.onnx,
52,error,False,1,2,,,,,,,,,,,ones_w,ones_w=[Where:1],submissions/candidate_v4_plus8_task149_bool_onnx/task052.onnx,submissions/uniform_scalar_v1_onnx/task052.onnx,InferenceError('[ShapeInferenceError] Inference error(s): (op_type:Pad): [ShapeInferenceError] Inferred shape and existing shape differ in dimension 3: (28) vs (30)\n')
53,no_safe_uniform_initializer,False,0,0,,,,,,,,,,,,,submissions/candidate_v4_plus8_task149_bool_onnx/task053.onnx,submissions/uniform_scalar_v1_onnx/task053.onnx,
54,no_safe_uniform_initializer,False,0,0,,,,,,,,,,,,,submissions/candidate_v4_plus8_task149_bool_onnx/task054.onnx,submissions/uniform_scalar_v1_onnx/task054.onnx,
55,no_safe_uniform_initializer,False,0,0,,,,,,,,,,,,,submissions/candidate_v4_plus8_task149_bool_onnx/task055.onnx,submissions/uniform_scalar_v1_onnx/task055.onnx,
56,no_safe_uniform_initializer,False,0,0,,,,,,,,,,,,,submissions/candidate_v4_plus8_task149_bool_onnx/task056.onnx,submissions/uniform_scalar_v1_onnx/task056.onnx,
57,no_safe_uniform_initializer,False,0,0,,,,,,,,,,,,,submissions/candidate_v4_plus8_task149_bool_onnx/task057.onnx,submissions/uniform_scalar_v1_onnx/task057.onnx,
58,kept,True,1,19,16105,16086,19,15.3131149382,15.3142953925,0.00118045430128,5,1,16,22,zero_col_b,zero_col_b=[And:1],submissions/candidate_v4_plus8_task149_bool_onnx/task058.onnx,submissions/uniform_scalar_v1_onnx/task058.onnx,
59,no_safe_uniform_initializer,False,0,0,,,,,,,,,,,,,submissions/candidate_v4_plus8_task149_bool_onnx/task059.onnx,submissions/uniform_scalar_v1_onnx/task059.onnx,
60,no_safe_uniform_initializer,False,0,0,,,,,,,,,,,,,submissions/candidate_v4_plus8_task149_bool_onnx/task060.onnx,submissions/uniform_scalar_v1_onnx/task060.onnx,
61,no_safe_uniform_initializer,False,0,0,,,,,,,,,,,,,submissions/candidate_v4_plus8_task149_bool_onnx/task061.onnx,submissions/uniform_scalar_v1_onnx/task061.onnx,
62,no_safe_uniform_initializer,False,0,0,,,,,,,,,,,,,submissions/candidate_v4_plus8_task149_bool_onnx/task062.onnx,submissions/uniform_scalar_v1_onnx/task062.onnx,
63,no_safe_uniform_initializer,False,0,0,,,,,,,,,,,,,submissions/candidate_v4_plus8_task149_bool_onnx/task063.onnx,submissions/uniform_scalar_v1_onnx/task063.onnx,
64,no_safe_uniform_initializer,False,0,0,,,,,,,,,,,,,submissions/candidate_v4_plus8_task149_bool_onnx/task064.onnx,submissions/uniform_scalar_v1_onnx/task064.onnx,
65,kept,True,1,14,34777,34763,14,14.5432884723,14.5436911182,0.000402645964598,3,1,262,266,v1,"v1=[Where:2,Where:2]",submissions/candidate_v4_plus8_task149_bool_onnx/task065.onnx,submissions/uniform_scalar_v1_onnx/task065.onnx,
66,no_safe_uniform_initializer,False,0,0,,,,,,,,,,,,,submissions/candidate_v4_plus8_task149_bool_onnx/task066.onnx,submissions/uniform_scalar_v1_onnx/task066.onnx,
67,no_safe_uniform_initializer,False,0,0,,,,,,,,,,,,,submissions/candidate_v4_plus8_task149_bool_onnx/task067.onnx,submissions/uniform_scalar_v1_onnx/task067.onnx,
68,no_safe_uniform_initializer,False,0,0,,,,,,,,,,,,,submissions/candidate_v4_plus8_task149_bool_onnx/task068.onnx,submissions/uniform_scalar_v1_onnx/task068.onnx,
69,no_safe_uniform_initializer,False,0,0,,,,,,,,,,,,,submissions/candidate_v4_plus8_task149_bool_onnx/task069.onnx,submissions/uniform_scalar_v1_onnx/task069.onnx,
70,no_safe_uniform_initializer,False,0,0,,,,,,,,,,,,,submissions/candidate_v4_plus8_task149_bool_onnx/task070.onnx,submissions/uniform_scalar_v1_onnx/task070.onnx,
71,no_safe_uniform_initializer,False,0,0,,,,,,,,,,,,,submissions/candidate_v4_plus8_task149_bool_onnx/task071.onnx,submissions/uniform_scalar_v1_onnx/task071.onnx,
72,no_safe_uniform_initializer,False,0,0,,,,,,,,,,,,,submissions/candidate_v4_plus8_task149_bool_onnx/task072.onnx,submissions/uniform_scalar_v1_onnx/task072.onnx,
73,no_safe_uniform_initializer,False,0,0,,,,,,,,,,,,,submissions/candidate_v4_plus8_task149_bool_onnx/task073.onnx,submissions/uniform_scalar_v1_onnx/task073.onnx,
74,no_safe_uniform_initializer,False,0,0,,,,,,,,,,,,,submissions/candidate_v4_plus8_task149_bool_onnx/task074.onnx,submissions/uniform_scalar_v1_onnx/task074.onnx,
75,no_safe_uniform_initializer,False,0,0,,,,,,,,,,,,,submissions/candidate_v4_plus8_task149_bool_onnx/task075.onnx,submissions/uniform_scalar_v1_onnx/task075.onnx,
76,kept,True,2,448,327041,326593,448,12.3021591757,12.3035299737,0.00137079793937,3,1,262,266,norm_r30_expanded_1;zero_ch_expanded_1,"norm_r30_expanded_1=[Mul:1,Mul:1,Mul:1];zero_ch_expanded_1=[Mul:1]",submissions/candidate_v4_plus8_task149_bool_onnx/task076.onnx,submissions/uniform_scalar_v1_onnx/task076.onnx,
77,kept,True,1,419,157913,157494,419,13.0302004726,13.0328573587,0.00265688615965,3,1,262,266,v18,v18=[Sub:0],submissions/candidate_v4_plus8_task149_bool_onnx/task077.onnx,submissions/uniform_scalar_v1_onnx/task077.onnx,
78,no_safe_uniform_initializer,False,0,0,,,,,,,,,,,,,submissions/candidate_v4_plus8_task149_bool_onnx/task078.onnx,submissions/uniform_scalar_v1_onnx/task078.onnx,
79,no_safe_uniform_initializer,False,0,0,,,,,,,,,,,,,submissions/candidate_v4_plus8_task149_bool_onnx/task079.onnx,submissions/uniform_scalar_v1_onnx/task079.onnx,
80,no_safe_uniform_initializer,False,0,0,,,,,,,,,,,,,submissions/candidate_v4_plus8_task149_bool_onnx/task080.onnx,submissions/uniform_scalar_v1_onnx/task080.onnx,
81,no_safe_uniform_initializer,False,0,0,,,,,,,,,,,,,submissions/candidate_v4_plus8_task149_bool_onnx/task081.onnx,submissions/uniform_scalar_v1_onnx/task081.onnx,
82,no_safe_uniform_initializer,False,0,0,,,,,,,,,,,,,submissions/candidate_v4_plus8_task149_bool_onnx/task082.onnx,submissions/uniform_scalar_v1_onnx/task082.onnx,
83,no_safe_uniform_initializer,False,0,0,,,,,,,,,,,,,submissions/candidate_v4_plus8_task149_bool_onnx/task083.onnx,submissions/uniform_scalar_v1_onnx/task083.onnx,
84,no_safe_uniform_initializer,False,0,0,,,,,,,,,,,,,submissions/candidate_v4_plus8_task149_bool_onnx/task084.onnx,submissions/uniform_scalar_v1_onnx/task084.onnx,
85,no_safe_uniform_initializer,False,0,0,,,,,,,,,,,,,submissions/candidate_v4_plus8_task149_bool_onnx/task085.onnx,submissions/uniform_scalar_v1_onnx/task085.onnx,
86,no_safe_uniform_initializer,False,0,0,,,,,,,,,,,,,submissions/candidate_v4_plus8_task149_bool_onnx/task086.onnx,submissions/uniform_scalar_v1_onnx/task086.onnx,
87,no_safe_uniform_initializer,False,0,0,,,,,,,,,,,,,submissions/candidate_v4_plus8_task149_bool_onnx/task087.onnx,submissions/uniform_scalar_v1_onnx/task087.onnx,
88,no_safe_uniform_initializer,False,0,0,,,,,,,,,,,,,submissions/candidate_v4_plus8_task149_bool_onnx/task088.onnx,submissions/uniform_scalar_v1_onnx/task088.onnx,
89,no_safe_uniform_initializer,False,0,0,,,,,,,,,,,,,submissions/candidate_v4_plus8_task149_bool_onnx/task089.onnx,submissions/uniform_scalar_v1_onnx/task089.onnx,
90,no_safe_uniform_initializer,False,0,0,,,,,,,,,,,,,submissions/candidate_v4_plus8_task149_bool_onnx/task090.onnx,submissions/uniform_scalar_v1_onnx/task090.onnx,
91,no_safe_uniform_initializer,False,0,0,,,,,,,,,,,,,submissions/candidate_v4_plus8_task149_bool_onnx/task091.onnx,submissions/uniform_scalar_v1_onnx/task091.onnx,
92,no_safe_uniform_initializer,False,0,0,,,,,,,,,,,,,submissions/candidate_v4_plus8_task149_bool_onnx/task092.onnx,submissions/uniform_scalar_v1_onnx/task092.onnx,
93,no_safe_uniform_initializer,False,0,0,,,,,,,,,,,,,submissions/candidate_v4_plus8_task149_bool_onnx/task093.onnx,submissions/uniform_scalar_v1_onnx/task093.onnx,
94,no_safe_uniform_initializer,False,0,0,,,,,,,,,,,,,submissions/candidate_v4_plus8_task149_bool_onnx/task094.onnx,submissions/uniform_scalar_v1_onnx/task094.onnx,
95,no_safe_uniform_initializer,False,0,0,,,,,,,,,,,,,submissions/candidate_v4_plus8_task149_bool_onnx/task095.onnx,submissions/uniform_scalar_v1_onnx/task095.onnx,
96,kept,True,2,378,185008,184630,378,12.8718456536,12.8738908986,0.00204524497896,3,1,262,266,/Constant_15_output_0;/Constant_16_output_0,"/Constant_15_output_0=[Where:2,Where:2];/Constant_16_output_0=[Where:2,Where:2]",submissions/candidate_v4_plus8_task149_bool_onnx/task096.onnx,submissions/uniform_scalar_v1_onnx/task096.onnx,
97,no_safe_uniform_initializer,False,0,0,,,,,,,,,,,,,submissions/candidate_v4_plus8_task149_bool_onnx/task097.onnx,submissions/uniform_scalar_v1_onnx/task097.onnx,
98,no_safe_uniform_initializer,False,0,0,,,,,,,,,,,,,submissions/candidate_v4_plus8_task149_bool_onnx/task098.onnx,submissions/uniform_scalar_v1_onnx/task098.onnx,
99,no_safe_uniform_initializer,False,0,0,,,,,,,,,,,,,submissions/candidate_v4_plus8_task149_bool_onnx/task099.onnx,submissions/uniform_scalar_v1_onnx/task099.onnx,
100,no_safe_uniform_initializer,False,0,0,,,,,,,,,,,,,submissions/candidate_v4_plus8_task149_bool_onnx/task100.onnx,submissions/uniform_scalar_v1_onnx/task100.onnx,
101,no_safe_uniform_initializer,False,0,0,,,,,,,,,,,,,submissions/candidate_v4_plus8_task149_bool_onnx/task101.onnx,submissions/uniform_scalar_v1_onnx/task101.onnx,
102,no_safe_uniform_initializer,False,0,0,,,,,,,,,,,,,submissions/candidate_v4_plus8_task149_bool_onnx/task102.onnx,submissions/uniform_scalar_v1_onnx/task102.onnx,
103,no_safe_uniform_initializer,False,0,0,,,,,,,,,,,,,submissions/candidate_v4_plus8_task149_bool_onnx/task103.onnx,submissions/uniform_scalar_v1_onnx/task103.onnx,
104,no_safe_uniform_initializer,False,0,0,,,,,,,,,,,,,submissions/candidate_v4_plus8_task149_bool_onnx/task104.onnx,submissions/uniform_scalar_v1_onnx/task104.onnx,
105,no_safe_uniform_initializer,False,0,0,,,,,,,,,,,,,submissions/candidate_v4_plus8_task149_bool_onnx/task105.onnx,submissions/uniform_scalar_v1_onnx/task105.onnx,
106,no_safe_uniform_initializer,False,0,0,,,,,,,,,,,,,submissions/candidate_v4_plus8_task149_bool_onnx/task106.onnx,submissions/uniform_scalar_v1_onnx/task106.onnx,
107,no_safe_uniform_initializer,False,0,0,,,,,,,,,,,,,submissions/candidate_v4_plus8_task149_bool_onnx/task107.onnx,submissions/uniform_scalar_v1_onnx/task107.onnx,
108,no_safe_uniform_initializer,False,0,0,,,,,,,,,,,,,submissions/candidate_v4_plus8_task149_bool_onnx/task108.onnx,submissions/uniform_scalar_v1_onnx/task108.onnx,
109,kept,True,1,29,94651,94622,29,13.5420482782,13.5423547139,0.000306435679965,3,1,262,266,twenty_nine_30,twenty_nine_30=[Where:1],submissions/candidate_v4_plus8_task149_bool_onnx/task109.onnx,submissions/uniform_scalar_v1_onnx/task109.onnx,
110,kept,True,1,840,108697,107857,840,13.4036805262,13.4114384453,0.00775791916074,3,1,262,266,zero_label29,zero_label29=[Where:2],submissions/candidate_v4_plus8_task149_bool_onnx/task110.onnx,submissions/uniform_scalar_v1_onnx/task110.onnx,
111,no_safe_uniform_initializer,False,0,0,,,,,,,,,,,,,submissions/candidate_v4_plus8_task149_bool_onnx/task111.onnx,submissions/uniform_scalar_v1_onnx/task111.onnx,
112,no_safe_uniform_initializer,False,0,0,,,,,,,,,,,,,submissions/candidate_v4_plus8_task149_bool_onnx/task112.onnx,submissions/uniform_scalar_v1_onnx/task112.onnx,
113,no_safe_uniform_initializer,False,0,0,,,,,,,,,,,,,submissions/candidate_v4_plus8_task149_bool_onnx/task113.onnx,submissions/uniform_scalar_v1_onnx/task113.onnx,
114,kept,True,2,4,1254,1250,4,17.8659062788,17.8691011697,0.00319489089652,3,1,262,266,Constant_9_output;Constant_12_output,Constant_9_output=[Equal:1];Constant_12_output=[Equal:1],submissions/candidate_v4_plus8_task149_bool_onnx/task114.onnx,submissions/uniform_scalar_v1_onnx/task114.onnx,
115,kept,True,1,3,4122,4119,3,16.6759062385,16.6766343056,0.000728067014325,3,1,262,266,Constant_17_output,Constant_17_output=[Where:2],submissions/candidate_v4_plus8_task149_bool_onnx/task115.onnx,submissions/uniform_scalar_v1_onnx/task115.onnx,
116,no_safe_uniform_initializer,False,0,0,,,,,,,,,,,,,submissions/candidate_v4_plus8_task149_bool_onnx/task116.onnx,submissions/uniform_scalar_v1_onnx/task116.onnx,
117,kept,True,3,462,18146,17684,462,15.1937945703,15.2195844451,0.0257898747834,3,1,261,265,Constant_6_output;Constant_31_output;Constant_32_output,"Constant_6_output=[Where:2,Where:2];Constant_31_output=[Where:2,Where:2];Constant_32_output=[Where:2,Where:2,Where:2]",submissions/candidate_v4_plus8_task149_bool_onnx/task117.onnx,submissions/uniform_scalar_v1_onnx/task117.onnx,
118,no_safe_uniform_initializer,False,0,0,,,,,,,,,,,,,submissions/candidate_v4_plus8_task149_bool_onnx/task118.onnx,submissions/uniform_scalar_v1_onnx/task118.onnx,
119,no_safe_uniform_initializer,False,0,0,,,,,,,,,,,,,submissions/candidate_v4_plus8_task149_bool_onnx/task119.onnx,submissions/uniform_scalar_v1_onnx/task119.onnx,
120,no_safe_uniform_initializer,False,0,0,,,,,,,,,,,,,submissions/candidate_v4_plus8_task149_bool_onnx/task120.onnx,submissions/uniform_scalar_v1_onnx/task120.onnx,
121,no_safe_uniform_initializer,False,0,0,,,,,,,,,,,,,submissions/candidate_v4_plus8_task149_bool_onnx/task121.onnx,submissions/uniform_scalar_v1_onnx/task121.onnx,
122,no_safe_uniform_initializer,False,0,0,,,,,,,,,,,,,submissions/candidate_v4_plus8_task149_bool_onnx/task122.onnx,submissions/uniform_scalar_v1_onnx/task122.onnx,
123,no_safe_uniform_initializer,False,0,0,,,,,,,,,,,,,submissions/candidate_v4_plus8_task149_bool_onnx/task123.onnx,submissions/uniform_scalar_v1_onnx/task123.onnx,
124,no_safe_uniform_initializer,False,0,0,,,,,,,,,,,,,submissions/candidate_v4_plus8_task149_bool_onnx/task124.onnx,submissions/uniform_scalar_v1_onnx/task124.onnx,
125,no_safe_uniform_initializer,False,0,0,,,,,,,,,,,,,submissions/candidate_v4_plus8_task149_bool_onnx/task125.onnx,submissions/uniform_scalar_v1_onnx/task125.onnx,
126,no_safe_uniform_initializer,False,0,0,,,,,,,,,,,,,submissions/candidate_v4_plus8_task149_bool_onnx/task126.onnx,submissions/uniform_scalar_v1_onnx/task126.onnx,
127,no_safe_uniform_initializer,False,0,0,,,,,,,,,,,,,submissions/candidate_v4_plus8_task149_bool_onnx/task127.onnx,submissions/uniform_scalar_v1_onnx/task127.onnx,
128,kept,True,2,18,95042,95024,18,13.5379258219,13.5381152297,0.000189407890456,3,1,262,266,twenty_nine_10;one_10,twenty_nine_10=[Sub:0];one_10=[Add:1],submissions/candidate_v4_plus8_task149_bool_onnx/task128.onnx,submissions/uniform_scalar_v1_onnx/task128.onnx,
129,no_safe_uniform_initializer,False,0,0,,,,,,,,,,,,,submissions/candidate_v4_plus8_task149_bool_onnx/task129.onnx,submissions/uniform_scalar_v1_onnx/task129.onnx,
130,no_safe_uniform_initializer,False,0,0,,,,,,,,,,,,,submissions/candidate_v4_plus8_task149_bool_onnx/task130.onnx,submissions/uniform_scalar_v1_onnx/task130.onnx,
131,no_safe_uniform_initializer,False,0,0,,,,,,,,,,,,,submissions/candidate_v4_plus8_task149_bool_onnx/task131.onnx,submissions/uniform_scalar_v1_onnx/task131.onnx,
132,no_safe_uniform_initializer,False,0,0,,,,,,,,,,,,,submissions/candidate_v4_plus8_task149_bool_onnx/task132.onnx,submissions/uniform_scalar_v1_onnx/task132.onnx,
133,no_safe_uniform_initializer,False,0,0,,,,,,,,,,,,,submissions/candidate_v4_plus8_task149_bool_onnx/task133.onnx,submissions/uniform_scalar_v1_onnx/task133.onnx,
134,kept,True,1,8,12388,12380,8,15.5755164589,15.5761624538,0.000645994854507,3,1,262,266,ones_3x3,ones_3x3=[Sub:0],submissions/candidate_v4_plus8_task149_bool_onnx/task134.onnx,submissions/uniform_scalar_v1_onnx/task134.onnx,
135,no_safe_uniform_initializer,False,0,0,,,,,,,,,,,,,submissions/candidate_v4_plus8_task149_bool_onnx/task135.onnx,submissions/uniform_scalar_v1_onnx/task135.onnx,
136,no_safe_uniform_initializer,False,0,0,,,,,,,,,,,,,submissions/candidate_v4_plus8_task149_bool_onnx/task136.onnx,submissions/uniform_scalar_v1_onnx/task136.onnx,
137,no_safe_uniform_initializer,False,0,0,,,,,,,,,,,,,submissions/candidate_v4_plus8_task149_bool_onnx/task137.onnx,submissions/uniform_scalar_v1_onnx/task137.onnx,
138,no_safe_uniform_initializer,False,0,0,,,,,,,,,,,,,submissions/candidate_v4_plus8_task149_bool_onnx/task138.onnx,submissions/uniform_scalar_v1_onnx/task138.onnx,
139,no_safe_uniform_initializer,False,0,0,,,,,,,,,,,,,submissions/candidate_v4_plus8_task149_bool_onnx/task139.onnx,submissions/uniform_scalar_v1_onnx/task139.onnx,
