source_index,source_label,contract_name,passed,skipped,reason,input_shape,expected_shape,actual_shape,mismatch_count,rule_label
6,ex6,task133_mirror_lr,True,False,ok,"(26, 20)","(26, 20)","(26, 20)",0,task133_stencil_v2
6,ex6,task133_mirror_ud,True,False,ok,"(26, 20)","(26, 20)","(26, 20)",0,task133_stencil_v2
6,ex6,task133_zero_pad_top_left,True,False,ok,"(27, 21)","(27, 21)","(27, 21)",0,task133_stencil_v2
6,ex6,task133_zero_pad_bottom_right,True,False,ok,"(27, 21)","(27, 21)","(27, 21)",0,task133_stencil_v2
7,ex7,original,True,False,ok,"(29, 21)","(29, 21)","(29, 21)",0,task133_stencil_v2
7,ex7,task133_color_bijection,True,False,ok,"(29, 21)","(29, 21)","(29, 21)",0,task133_stencil_v2
7,ex7,task133_transpose,True,False,ok,"(21, 29)","(21, 29)","(21, 29)",0,task133_stencil_v2
7,ex7,task133_mirror_lr,True,False,ok,"(29, 21)","(29, 21)","(29, 21)",0,task133_stencil_v2
7,ex7,task133_mirror_ud,True,False,ok,"(29, 21)","(29, 21)","(29, 21)",0,task133_stencil_v2
7,ex7,task133_zero_pad_top_left,True,False,ok,"(30, 22)","(30, 22)","(30, 22)",0,task133_stencil_v2
7,ex7,task133_zero_pad_bottom_right,True,False,ok,"(30, 22)","(30, 22)","(30, 22)",0,task133_stencil_v2
8,ex8,original,True,False,ok,"(25, 26)","(25, 26)","(25, 26)",0,task133_stencil_v2
8,ex8,task133_color_bijection,True,False,ok,"(25, 26)","(25, 26)","(25, 26)",0,task133_stencil_v2
8,ex8,task133_transpose,True,False,ok,"(26, 25)","(26, 25)","(26, 25)",0,task133_stencil_v2
8,ex8,task133_mirror_lr,True,False,ok,"(25, 26)","(25, 26)","(25, 26)",0,task133_stencil_v2
8,ex8,task133_mirror_ud,True,False,ok,"(25, 26)","(25, 26)","(25, 26)",0,task133_stencil_v2
8,ex8,task133_zero_pad_top_left,True,False,ok,"(26, 27)","(26, 27)","(26, 27)",0,task133_stencil_v2
8,ex8,task133_zero_pad_bottom_right,True,False,ok,"(26, 27)","(26, 27)","(26, 27)",0,task133_stencil_v2
9,ex9,original,True,False,ok,"(30, 26)","(30, 26)","(30, 26)",0,task133_stencil_v2
9,ex9,task133_color_bijection,True,False,ok,"(30, 26)","(30, 26)","(30, 26)",0,task133_stencil_v2
9,ex9,task133_transpose,True,False,ok,"(26, 30)","(26, 30)","(26, 30)",0,task133_stencil_v2
9,ex9,task133_mirror_lr,True,False,ok,"(30, 26)","(30, 26)","(30, 26)",0,task133_stencil_v2
9,ex9,task133_mirror_ud,True,False,ok,"(30, 26)","(30, 26)","(30, 26)",0,task133_stencil_v2
9,ex9,task133_zero_pad_top_left,False,True,"input_shape_exceeds_limit:(31, 27)>(30, 30)","(31, 27)","(31, 27)",,,
9,ex9,task133_zero_pad_bottom_right,False,True,"input_shape_exceeds_limit:(31, 27)>(30, 30)","(31, 27)","(31, 27)",,,
10,ex10,original,True,False,ok,"(30, 21)","(30, 21)","(30, 21)",0,task133_stencil_v2
10,ex10,task133_color_bijection,True,False,ok,"(30, 21)","(30, 21)","(30, 21)",0,task133_stencil_v2
10,ex10,task133_transpose,True,False,ok,"(21, 30)","(21, 30)","(21, 30)",0,task133_stencil_v2
10,ex10,task133_mirror_lr,True,False,ok,"(30, 21)","(30, 21)","(30, 21)",0,task133_stencil_v2
10,ex10,task133_mirror_ud,True,False,ok,"(30, 21)","(30, 21)","(30, 21)",0,task133_stencil_v2
10,ex10,task133_zero_pad_top_left,False,True,"input_shape_exceeds_limit:(31, 22)>(30, 30)","(31, 22)","(31, 22)",,,
10,ex10,task133_zero_pad_bottom_right,False,True,"input_shape_exceeds_limit:(31, 22)>(30, 30)","(31, 22)","(31, 22)",,,
11,ex11,original,True,False,ok,"(30, 27)","(30, 27)","(30, 27)",0,task133_stencil_v2
11,ex11,task133_color_bijection,True,False,ok,"(30, 27)","(30, 27)","(30, 27)",0,task133_stencil_v2
11,ex11,task133_transpose,True,False,ok,"(27, 30)","(27, 30)","(27, 30)",0,task133_stencil_v2
11,ex11,task133_mirror_lr,True,False,ok,"(30, 27)","(30, 27)","(30, 27)",0,task133_stencil_v2
11,ex11,task133_mirror_ud,True,False,ok,"(30, 27)","(30, 27)","(30, 27)",0,task133_stencil_v2
11,ex11,task133_zero_pad_top_left,False,True,"input_shape_exceeds_limit:(31, 28)>(30, 30)","(31, 28)","(31, 28)",,,
11,ex11,task133_zero_pad_bottom_right,False,True,"input_shape_exceeds_limit:(31, 28)>(30, 30)","(31, 28)","(31, 28)",,,
12,ex12,original,True,False,ok,"(24, 28)","(24, 28)","(24, 28)",0,task133_stencil_v2
12,ex12,task133_color_bijection,True,False,ok,"(24, 28)","(24, 28)","(24, 28)",0,task133_stencil_v2
12,ex12,task133_transpose,True,False,ok,"(28, 24)","(28, 24)","(28, 24)",0,task133_stencil_v2
12,ex12,task133_mirror_lr,True,False,ok,"(24, 28)","(24, 28)","(24, 28)",0,task133_stencil_v2
12,ex12,task133_mirror_ud,True,False,ok,"(24, 28)","(24, 28)","(24, 28)",0,task133_stencil_v2
12,ex12,task133_zero_pad_top_left,True,False,ok,"(25, 29)","(25, 29)","(25, 29)",0,task133_stencil_v2
12,ex12,task133_zero_pad_bottom_right,True,False,ok,"(25, 29)","(25, 29)","(25, 29)",0,task133_stencil_v2
13,ex13,original,True,False,ok,"(15, 25)","(15, 25)","(15, 25)",0,task133_stencil_v2
13,ex13,task133_color_bijection,True,False,ok,"(15, 25)","(15, 25)","(15, 25)",0,task133_stencil_v2
13,ex13,task133_transpose,True,False,ok,"(25, 15)","(25, 15)","(25, 15)",0,task133_stencil_v2
13,ex13,task133_mirror_lr,True,False,ok,"(15, 25)","(15, 25)","(15, 25)",0,task133_stencil_v2
13,ex13,task133_mirror_ud,True,False,ok,"(15, 25)","(15, 25)","(15, 25)",0,task133_stencil_v2
13,ex13,task133_zero_pad_top_left,True,False,ok,"(16, 26)","(16, 26)","(16, 26)",0,task133_stencil_v2
13,ex13,task133_zero_pad_bottom_right,True,False,ok,"(16, 26)","(16, 26)","(16, 26)",0,task133_stencil_v2
14,ex14,original,True,False,ok,"(21, 21)","(21, 21)","(21, 21)",0,task133_stencil_v2
14,ex14,task133_color_bijection,True,False,ok,"(21, 21)","(21, 21)","(21, 21)",0,task133_stencil_v2
14,ex14,task133_transpose,True,False,ok,"(21, 21)","(21, 21)","(21, 21)",0,task133_stencil_v2
14,ex14,task133_mirror_lr,True,False,ok,"(21, 21)","(21, 21)","(21, 21)",0,task133_stencil_v2
14,ex14,task133_mirror_ud,True,False,ok,"(21, 21)","(21, 21)","(21, 21)",0,task133_stencil_v2
14,ex14,task133_zero_pad_top_left,True,False,ok,"(22, 22)","(22, 22)","(22, 22)",0,task133_stencil_v2
14,ex14,task133_zero_pad_bottom_right,True,False,ok,"(22, 22)","(22, 22)","(22, 22)",0,task133_stencil_v2
15,ex15,original,True,False,ok,"(27, 21)","(27, 21)","(27, 21)",0,task133_stencil_v2
15,ex15,task133_color_bijection,True,False,ok,"(27, 21)","(27, 21)","(27, 21)",0,task133_stencil_v2
15,ex15,task133_transpose,True,False,ok,"(21, 27)","(21, 27)","(21, 27)",0,task133_stencil_v2
15,ex15,task133_mirror_lr,True,False,ok,"(27, 21)","(27, 21)","(27, 21)",0,task133_stencil_v2
15,ex15,task133_mirror_ud,True,False,ok,"(27, 21)","(27, 21)","(27, 21)",0,task133_stencil_v2
15,ex15,task133_zero_pad_top_left,True,False,ok,"(28, 22)","(28, 22)","(28, 22)",0,task133_stencil_v2
15,ex15,task133_zero_pad_bottom_right,True,False,ok,"(28, 22)","(28, 22)","(28, 22)",0,task133_stencil_v2
16,ex16,original,True,False,ok,"(28, 29)","(28, 29)","(28, 29)",0,task133_stencil_v2
16,ex16,task133_color_bijection,True,False,ok,"(28, 29)","(28, 29)","(28, 29)",0,task133_stencil_v2
16,ex16,task133_transpose,True,False,ok,"(29, 28)","(29, 28)","(29, 28)",0,task133_stencil_v2
16,ex16,task133_mirror_lr,True,False,ok,"(28, 29)","(28, 29)","(28, 29)",0,task133_stencil_v2
16,ex16,task133_mirror_ud,True,False,ok,"(28, 29)","(28, 29)","(28, 29)",0,task133_stencil_v2
16,ex16,task133_zero_pad_top_left,True,False,ok,"(29, 30)","(29, 30)","(29, 30)",0,task133_stencil_v2
16,ex16,task133_zero_pad_bottom_right,True,False,ok,"(29, 30)","(29, 30)","(29, 30)",0,task133_stencil_v2
17,ex17,original,True,False,ok,"(23, 27)","(23, 27)","(23, 27)",0,task133_stencil_v2
17,ex17,task133_color_bijection,True,False,ok,"(23, 27)","(23, 27)","(23, 27)",0,task133_stencil_v2
17,ex17,task133_transpose,True,False,ok,"(27, 23)","(27, 23)","(27, 23)",0,task133_stencil_v2
17,ex17,task133_mirror_lr,True,False,ok,"(23, 27)","(23, 27)","(23, 27)",0,task133_stencil_v2
17,ex17,task133_mirror_ud,True,False,ok,"(23, 27)","(23, 27)","(23, 27)",0,task133_stencil_v2
17,ex17,task133_zero_pad_top_left,True,False,ok,"(24, 28)","(24, 28)","(24, 28)",0,task133_stencil_v2
17,ex17,task133_zero_pad_bottom_right,True,False,ok,"(24, 28)","(24, 28)","(24, 28)",0,task133_stencil_v2
18,ex18,original,True,False,ok,"(12, 25)","(12, 25)","(12, 25)",0,task133_stencil_v2
18,ex18,task133_color_bijection,True,False,ok,"(12, 25)","(12, 25)","(12, 25)",0,task133_stencil_v2
18,ex18,task133_transpose,True,False,ok,"(25, 12)","(25, 12)","(25, 12)",0,task133_stencil_v2
18,ex18,task133_mirror_lr,True,False,ok,"(12, 25)","(12, 25)","(12, 25)",0,task133_stencil_v2
18,ex18,task133_mirror_ud,True,False,ok,"(12, 25)","(12, 25)","(12, 25)",0,task133_stencil_v2
18,ex18,task133_zero_pad_top_left,True,False,ok,"(13, 26)","(13, 26)","(13, 26)",0,task133_stencil_v2
18,ex18,task133_zero_pad_bottom_right,True,False,ok,"(13, 26)","(13, 26)","(13, 26)",0,task133_stencil_v2
19,ex19,original,True,False,ok,"(28, 28)","(28, 28)","(28, 28)",0,task133_stencil_v2
19,ex19,task133_color_bijection,True,False,ok,"(28, 28)","(28, 28)","(28, 28)",0,task133_stencil_v2
19,ex19,task133_transpose,True,False,ok,"(28, 28)","(28, 28)","(28, 28)",0,task133_stencil_v2
19,ex19,task133_mirror_lr,True,False,ok,"(28, 28)","(28, 28)","(28, 28)",0,task133_stencil_v2
19,ex19,task133_mirror_ud,True,False,ok,"(28, 28)","(28, 28)","(28, 28)",0,task133_stencil_v2
19,ex19,task133_zero_pad_top_left,True,False,ok,"(29, 29)","(29, 29)","(29, 29)",0,task133_stencil_v2
19,ex19,task133_zero_pad_bottom_right,True,False,ok,"(29, 29)","(29, 29)","(29, 29)",0,task133_stencil_v2
20,ex20,original,True,False,ok,"(29, 17)","(29, 17)","(29, 17)",0,task133_stencil_v2
20,ex20,task133_color_bijection,True,False,ok,"(29, 17)","(29, 17)","(29, 17)",0,task133_stencil_v2
20,ex20,task133_transpose,True,False,ok,"(17, 29)","(17, 29)","(17, 29)",0,task133_stencil_v2
20,ex20,task133_mirror_lr,True,False,ok,"(29, 17)","(29, 17)","(29, 17)",0,task133_stencil_v2
20,ex20,task133_mirror_ud,True,False,ok,"(29, 17)","(29, 17)","(29, 17)",0,task133_stencil_v2
20,ex20,task133_zero_pad_top_left,True,False,ok,"(30, 18)","(30, 18)","(30, 18)",0,task133_stencil_v2
20,ex20,task133_zero_pad_bottom_right,True,False,ok,"(30, 18)","(30, 18)","(30, 18)",0,task133_stencil_v2
21,ex21,original,True,False,ok,"(28, 24)","(28, 24)","(28, 24)",0,task133_stencil_v2
21,ex21,task133_color_bijection,True,False,ok,"(28, 24)","(28, 24)","(28, 24)",0,task133_stencil_v2
21,ex21,task133_transpose,True,False,ok,"(24, 28)","(24, 28)","(24, 28)",0,task133_stencil_v2
21,ex21,task133_mirror_lr,True,False,ok,"(28, 24)","(28, 24)","(28, 24)",0,task133_stencil_v2
21,ex21,task133_mirror_ud,True,False,ok,"(28, 24)","(28, 24)","(28, 24)",0,task133_stencil_v2
21,ex21,task133_zero_pad_top_left,True,False,ok,"(29, 25)","(29, 25)","(29, 25)",0,task133_stencil_v2
21,ex21,task133_zero_pad_bottom_right,True,False,ok,"(29, 25)","(29, 25)","(29, 25)",0,task133_stencil_v2
22,ex22,original,True,False,ok,"(17, 29)","(17, 29)","(17, 29)",0,task133_stencil_v2
22,ex22,task133_color_bijection,True,False,ok,"(17, 29)","(17, 29)","(17, 29)",0,task133_stencil_v2
22,ex22,task133_transpose,True,False,ok,"(29, 17)","(29, 17)","(29, 17)",0,task133_stencil_v2
22,ex22,task133_mirror_lr,True,False,ok,"(17, 29)","(17, 29)","(17, 29)",0,task133_stencil_v2
22,ex22,task133_mirror_ud,True,False,ok,"(17, 29)","(17, 29)","(17, 29)",0,task133_stencil_v2
22,ex22,task133_zero_pad_top_left,True,False,ok,"(18, 30)","(18, 30)","(18, 30)",0,task133_stencil_v2
22,ex22,task133_zero_pad_bottom_right,True,False,ok,"(18, 30)","(18, 30)","(18, 30)",0,task133_stencil_v2
23,ex23,original,True,False,ok,"(23, 19)","(23, 19)","(23, 19)",0,task133_stencil_v2
23,ex23,task133_color_bijection,True,False,ok,"(23, 19)","(23, 19)","(23, 19)",0,task133_stencil_v2
23,ex23,task133_transpose,True,False,ok,"(19, 23)","(19, 23)","(19, 23)",0,task133_stencil_v2
23,ex23,task133_mirror_lr,True,False,ok,"(23, 19)","(23, 19)","(23, 19)",0,task133_stencil_v2
23,ex23,task133_mirror_ud,True,False,ok,"(23, 19)","(23, 19)","(23, 19)",0,task133_stencil_v2
23,ex23,task133_zero_pad_top_left,True,False,ok,"(24, 20)","(24, 20)","(24, 20)",0,task133_stencil_v2
23,ex23,task133_zero_pad_bottom_right,True,False,ok,"(24, 20)","(24, 20)","(24, 20)",0,task133_stencil_v2
24,ex24,original,True,False,ok,"(26, 12)","(26, 12)","(26, 12)",0,task133_stencil_v2
24,ex24,task133_color_bijection,True,False,ok,"(26, 12)","(26, 12)","(26, 12)",0,task133_stencil_v2
24,ex24,task133_transpose,True,False,ok,"(12, 26)","(12, 26)","(12, 26)",0,task133_stencil_v2
24,ex24,task133_mirror_lr,True,False,ok,"(26, 12)","(26, 12)","(26, 12)",0,task133_stencil_v2
24,ex24,task133_mirror_ud,True,False,ok,"(26, 12)","(26, 12)","(26, 12)",0,task133_stencil_v2
24,ex24,task133_zero_pad_top_left,True,False,ok,"(27, 13)","(27, 13)","(27, 13)",0,task133_stencil_v2
24,ex24,task133_zero_pad_bottom_right,True,False,ok,"(27, 13)","(27, 13)","(27, 13)",0,task133_stencil_v2
25,ex25,original,True,False,ok,"(30, 25)","(30, 25)","(30, 25)",0,task133_stencil_v2
25,ex25,task133_color_bijection,True,False,ok,"(30, 25)","(30, 25)","(30, 25)",0,task133_stencil_v2
25,ex25,task133_transpose,True,False,ok,"(25, 30)","(25, 30)","(25, 30)",0,task133_stencil_v2
25,ex25,task133_mirror_lr,True,False,ok,"(30, 25)","(30, 25)","(30, 25)",0,task133_stencil_v2
25,ex25,task133_mirror_ud,True,False,ok,"(30, 25)","(30, 25)","(30, 25)",0,task133_stencil_v2
25,ex25,task133_zero_pad_top_left,False,True,"input_shape_exceeds_limit:(31, 26)>(30, 30)","(31, 26)","(31, 26)",,,
25,ex25,task133_zero_pad_bottom_right,False,True,"input_shape_exceeds_limit:(31, 26)>(30, 30)","(31, 26)","(31, 26)",,,
26,ex26,original,True,False,ok,"(29, 28)","(29, 28)","(29, 28)",0,task133_stencil_v2
26,ex26,task133_color_bijection,True,False,ok,"(29, 28)","(29, 28)","(29, 28)",0,task133_stencil_v2
26,ex26,task133_transpose,True,False,ok,"(28, 29)","(28, 29)","(28, 29)",0,task133_stencil_v2
26,ex26,task133_mirror_lr,True,False,ok,"(29, 28)","(29, 28)","(29, 28)",0,task133_stencil_v2
26,ex26,task133_mirror_ud,True,False,ok,"(29, 28)","(29, 28)","(29, 28)",0,task133_stencil_v2
26,ex26,task133_zero_pad_top_left,True,False,ok,"(30, 29)","(30, 29)","(30, 29)",0,task133_stencil_v2
26,ex26,task133_zero_pad_bottom_right,True,False,ok,"(30, 29)","(30, 29)","(30, 29)",0,task133_stencil_v2
27,ex27,original,True,False,ok,"(29, 19)","(29, 19)","(29, 19)",0,task133_stencil_v2
27,ex27,task133_color_bijection,True,False,ok,"(29, 19)","(29, 19)","(29, 19)",0,task133_stencil_v2
27,ex27,task133_transpose,True,False,ok,"(19, 29)","(19, 29)","(19, 29)",0,task133_stencil_v2
27,ex27,task133_mirror_lr,True,False,ok,"(29, 19)","(29, 19)","(29, 19)",0,task133_stencil_v2
27,ex27,task133_mirror_ud,True,False,ok,"(29, 19)","(29, 19)","(29, 19)",0,task133_stencil_v2
27,ex27,task133_zero_pad_top_left,True,False,ok,"(30, 20)","(30, 20)","(30, 20)",0,task133_stencil_v2
27,ex27,task133_zero_pad_bottom_right,True,False,ok,"(30, 20)","(30, 20)","(30, 20)",0,task133_stencil_v2
28,ex28,original,True,False,ok,"(29, 30)","(29, 30)","(29, 30)",0,task133_stencil_v2
28,ex28,task133_color_bijection,True,False,ok,"(29, 30)","(29, 30)","(29, 30)",0,task133_stencil_v2
28,ex28,task133_transpose,True,False,ok,"(30, 29)","(30, 29)","(30, 29)",0,task133_stencil_v2
28,ex28,task133_mirror_lr,True,False,ok,"(29, 30)","(29, 30)","(29, 30)",0,task133_stencil_v2
28,ex28,task133_mirror_ud,True,False,ok,"(29, 30)","(29, 30)","(29, 30)",0,task133_stencil_v2
28,ex28,task133_zero_pad_top_left,False,True,"input_shape_exceeds_limit:(30, 31)>(30, 30)","(30, 31)","(30, 31)",,,
28,ex28,task133_zero_pad_bottom_right,False,True,"input_shape_exceeds_limit:(30, 31)>(30, 30)","(30, 31)","(30, 31)",,,
29,ex29,original,True,False,ok,"(18, 30)","(18, 30)","(18, 30)",0,task133_stencil_v2
29,ex29,task133_color_bijection,True,False,ok,"(18, 30)","(18, 30)","(18, 30)",0,task133_stencil_v2
29,ex29,task133_transpose,True,False,ok,"(30, 18)","(30, 18)","(30, 18)",0,task133_stencil_v2
29,ex29,task133_mirror_lr,True,False,ok,"(18, 30)","(18, 30)","(18, 30)",0,task133_stencil_v2
29,ex29,task133_mirror_ud,True,False,ok,"(18, 30)","(18, 30)","(18, 30)",0,task133_stencil_v2
29,ex29,task133_zero_pad_top_left,False,True,"input_shape_exceeds_limit:(19, 31)>(30, 30)","(19, 31)","(19, 31)",,,
29,ex29,task133_zero_pad_bottom_right,False,True,"input_shape_exceeds_limit:(19, 31)>(30, 30)","(19, 31)","(19, 31)",,,
30,ex30,original,True,False,ok,"(29, 21)","(29, 21)","(29, 21)",0,task133_stencil_v2
30,ex30,task133_color_bijection,True,False,ok,"(29, 21)","(29, 21)","(29, 21)",0,task133_stencil_v2
30,ex30,task133_transpose,True,False,ok,"(21, 29)","(21, 29)","(21, 29)",0,task133_stencil_v2
30,ex30,task133_mirror_lr,True,False,ok,"(29, 21)","(29, 21)","(29, 21)",0,task133_stencil_v2
30,ex30,task133_mirror_ud,True,False,ok,"(29, 21)","(29, 21)","(29, 21)",0,task133_stencil_v2
30,ex30,task133_zero_pad_top_left,True,False,ok,"(30, 22)","(30, 22)","(30, 22)",0,task133_stencil_v2
30,ex30,task133_zero_pad_bottom_right,True,False,ok,"(30, 22)","(30, 22)","(30, 22)",0,task133_stencil_v2
31,ex31,original,True,False,ok,"(14, 23)","(14, 23)","(14, 23)",0,task133_stencil_v2
31,ex31,task133_color_bijection,True,False,ok,"(14, 23)","(14, 23)","(14, 23)",0,task133_stencil_v2
31,ex31,task133_transpose,True,False,ok,"(23, 14)","(23, 14)","(23, 14)",0,task133_stencil_v2
31,ex31,task133_mirror_lr,True,False,ok,"(14, 23)","(14, 23)","(14, 23)",0,task133_stencil_v2
31,ex31,task133_mirror_ud,True,False,ok,"(14, 23)","(14, 23)","(14, 23)",0,task133_stencil_v2
31,ex31,task133_zero_pad_top_left,True,False,ok,"(15, 24)","(15, 24)","(15, 24)",0,task133_stencil_v2
31,ex31,task133_zero_pad_bottom_right,True,False,ok,"(15, 24)","(15, 24)","(15, 24)",0,task133_stencil_v2
32,ex32,original,True,False,ok,"(24, 18)","(24, 18)","(24, 18)",0,task133_stencil_v2
32,ex32,task133_color_bijection,True,False,ok,"(24, 18)","(24, 18)","(24, 18)",0,task133_stencil_v2
32,ex32,task133_transpose,True,False,ok,"(18, 24)","(18, 24)","(18, 24)",0,task133_stencil_v2
32,ex32,task133_mirror_lr,True,False,ok,"(24, 18)","(24, 18)","(24, 18)",0,task133_stencil_v2
32,ex32,task133_mirror_ud,True,False,ok,"(24, 18)","(24, 18)","(24, 18)",0,task133_stencil_v2
32,ex32,task133_zero_pad_top_left,True,False,ok,"(25, 19)","(25, 19)","(25, 19)",0,task133_stencil_v2
32,ex32,task133_zero_pad_bottom_right,True,False,ok,"(25, 19)","(25, 19)","(25, 19)",0,task133_stencil_v2
33,ex33,original,True,False,ok,"(30, 27)","(30, 27)","(30, 27)",0,task133_stencil_v2
33,ex33,task133_color_bijection,True,False,ok,"(30, 27)","(30, 27)","(30, 27)",0,task133_stencil_v2
33,ex33,task133_transpose,True,False,ok,"(27, 30)","(27, 30)","(27, 30)",0,task133_stencil_v2
33,ex33,task133_mirror_lr,True,False,ok,"(30, 27)","(30, 27)","(30, 27)",0,task133_stencil_v2
33,ex33,task133_mirror_ud,True,False,ok,"(30, 27)","(30, 27)","(30, 27)",0,task133_stencil_v2
33,ex33,task133_zero_pad_top_left,False,True,"input_shape_exceeds_limit:(31, 28)>(30, 30)","(31, 28)","(31, 28)",,,
33,ex33,task133_zero_pad_bottom_right,False,True,"input_shape_exceeds_limit:(31, 28)>(30, 30)","(31, 28)","(31, 28)",,,
34,ex34,original,True,False,ok,"(13, 27)","(13, 27)","(13, 27)",0,task133_stencil_v2
34,ex34,task133_color_bijection,True,False,ok,"(13, 27)","(13, 27)","(13, 27)",0,task133_stencil_v2
34,ex34,task133_transpose,True,False,ok,"(27, 13)","(27, 13)","(27, 13)",0,task133_stencil_v2
34,ex34,task133_mirror_lr,True,False,ok,"(13, 27)","(13, 27)","(13, 27)",0,task133_stencil_v2
34,ex34,task133_mirror_ud,True,False,ok,"(13, 27)","(13, 27)","(13, 27)",0,task133_stencil_v2
34,ex34,task133_zero_pad_top_left,True,False,ok,"(14, 28)","(14, 28)","(14, 28)",0,task133_stencil_v2
